Stock_name,Desired_page
yang,9999
ycbd,9999
ycl,9999
ycs,9999
yelp,9999
yeti,9999
ygyi,9999
ygyip,9999
yi,9999
yj,9999
yld,9999
ymab,9999
yndx,9999
yolo,9999
yorw,9999
yrd,9999
yten,9999
yumc,9999
yxi,9999
yy,9999
yyy,9999
ylde,9999
